5956,3
5957,3
5958,0
5959,0
5960,0
5961,2
5962,3
5963,0
5964,1
5965,0
5966,0
5967,1
5968,0
5969,1
5970,0
5971,0
5972,0
5973,3
5974,0
5975,0
5976,0
5977,0
5978,0
5979,0
5980,0
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,0
5988,2
5989,0
5990,0
5991,0
5992,0
5993,0
5994,0
5995,2
5996,0
5997,0
5998,0
5999,0
6000,0
6001,0
6002,3
6003,0
6004,2
6005,0
6006,0
6007,0
6008,2
6009,0
6010,4
6011,0
6012,0
6013,0
6014,1
6015,0
6016,0
6017,0
6018,0
6019,0
6020,2
6021,4
6022,0
6023,2
6024,0
6025,0
6026,0
6027,0
6028,0
6029,0
6030,0
6031,1
6032,0
6033,0
6034,1
6035,0
6036,0
6037,0
6038,0
6039,0
6040,0
6041,0
6042,0
6043,2
6044,0
6045,0
6046,0
6047,0
6048,0
6049,0
6050,0
6051,0
6052,3
6053,0
6054,0
6055,0
6056,1
6057,0
6058,1
6059,2
6060,0
6061,0
6062,0
6063,0
6064,2
6065,0
6066,0
6067,0
6068,2
6069,0
6070,0
6071,3
6072,0
6073,0
6074,0
6075,4
6076,0
6077,2
6078,1
6079,0
6080,0
6081,0
6082,0
6083,0
6084,3
6085,0
6086,0
6087,0
6088,0
6089,4
6090,0
6091,4
6092,0
6093,0
6094,2
6095,0
6096,0
6097,2
6098,0
6099,0
6100,0
6101,0
6102,0
6103,0
6104,0
6105,2
6106,0
6107,0
6108,0
6109,3
6110,2
6111,0
6112,0
6113,0
6114,4
6115,0
6116,0
6117,0
6118,0
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,0
6127,0
6128,0
6129,3
6130,2
6131,0
6132,0
6133,0
6134,2
6135,4
6136,0
6137,0
6138,2
6139,0
6140,0
6141,2
6142,0
6143,0
6144,0
6145,0
6146,0
6147,1
6148,0
6149,0
6150,0
6151,0
6152,0
6153,2
6154,4
6155,0
6156,0
6157,0
6158,0
6159,0
6160,0
6161,4
6162,0
6163,0
6164,1
6165,0
6166,0
6167,0
6168,0
6169,2
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,0
6177,0
6178,0
6179,0
6180,0
6181,2
6182,0
6183,0
6184,0
6185,2
6186,0
6187,2
6188,1
6189,0
6190,2
6191,0
6192,0
6193,0
6194,0
6195,0
6196,0
6197,0
6198,0
6199,0
6200,2
6201,1
6202,0
6203,0
6204,0
6205,0
6206,2
6207,0
6208,0
6209,0
6210,0
6211,0
6212,2
6213,0
6214,0
6215,0
6216,0
6217,4
6218,0
6219,0
6220,0
6221,0
6222,0
6223,0
6224,0
6225,0
6226,0
6227,0
6228,2
6229,0
6230,0
6231,0
6232,0
6233,0
6234,0
6235,0
6236,0
6237,0
6238,0
6239,2
6240,0
6241,0
6242,0
6243,0
6244,0
6245,0
6246,2
6247,1
6248,0
6249,0
6250,0
6251,0
6252,0
6253,1
6254,0
6255,2
6256,0
6257,0
6258,0
6259,0
6260,3
6261,0
6262,0
6263,0
6264,0
6265,0
6266,1
6267,0
6268,0
6269,0
6270,0
6271,0
6272,0
6273,1
6274,0
6275,0
6276,0
6277,0
6278,1
6279,2
6280,2
6281,1
6282,0
6283,4
6284,2
6285,0
6286,0
6287,3
6288,4
6289,0
6290,0
6291,0
6292,2
6293,0
6294,3
6295,1
